timestamp,volume_transaction,avg_value_transactions,max_value_transactions,min_value_transactions
01.01.2023 00:05,6.3,2.5,5.0,1.9
01.01.2023 00:05,6.5,3.0,5.2,2.0
01.01.2023 00:05,6.2,3.4,5.4,2.3
01.01.2023 00:05,5.9,3.0,5.1,1.8
01.01.2023 00:05,5.1,3.5,1.4,0.2
01.01.2023 00:05,4.9,3.0,1.4,0.2
01.01.2023 00:05,4.7,3.2,1.3,0.2
01.01.2023 00:05,4.6,3.1,1.5,0.2
01.01.2023 00:05,5.0,3.6,1.4,0.2
01.01.2023 00:05,5.4,3.9,1.7,0.4
01.01.2023 00:05,4.6,3.4,1.4,0.3
01.01.2023 00:05,5.0,3.4,1.5,0.2
01.01.2023 00:05,4.4,2.9,1.4,0.2
01.01.2023 00:05,4.9,3.1,1.5,0.1
01.01.2023 00:05,5.4,3.7,1.5,0.2
01.01.2023 00:05,4.8,3.4,1.6,0.2
01.01.2023 00:05,4.8,3.0,1.4,0.1
01.01.2023 00:05,4.3,3.0,1.1,0.1
01.01.2023 00:05,5.8,4.0,1.2,0.2
01.01.2023 00:05,5.7,4.4,1.5,0.4
01.01.2023 00:05,5.4,3.9,1.3,0.4
01.01.2023 00:05,5.1,3.5,1.4,0.3
01.01.2023 00:05,5.7,3.8,1.7,0.3
01.01.2023 00:05,5.1,3.8,1.5,0.3
01.01.2023 00:05,5.4,3.4,1.7,0.2
01.01.2023 00:05,5.1,3.7,1.5,0.4
01.01.2023 00:05,4.6,3.6,1.0,0.2
01.01.2023 00:05,5.1,3.3,1.7,0.5
01.01.2023 00:05,4.8,3.4,1.9,0.2
01.01.2023 00:05,5.0,3.0,1.6,0.2
01.01.2023 00:05,5.0,3.4,1.6,0.4
01.01.2023 00:06,5.2,3.5,1.5,0.2
01.01.2023 00:06,5.2,3.4,1.4,0.2
01.01.2023 00:06,4.7,3.2,1.6,0.2
01.01.2023 00:06,4.8,3.1,1.6,0.2
01.01.2023 00:06,5.4,3.4,1.5,0.4
01.01.2023 00:06,5.2,4.1,1.5,0.1
01.01.2023 00:06,5.5,4.2,1.4,0.2
01.01.2023 00:06,4.9,3.1,1.5,0.1
01.01.2023 00:06,5.0,3.2,1.2,0.2
01.01.2023 00:06,5.5,3.5,1.3,0.2
01.01.2023 00:06,4.9,3.1,1.5,0.1
01.01.2023 00:06,4.4,3.0,1.3,0.2
01.01.2023 00:06,5.1,3.4,1.5,0.2
01.01.2023 00:06,5.0,3.5,1.3,0.3
01.01.2023 00:06,4.5,2.3,1.3,0.3
01.01.2023 00:06,4.4,3.2,1.3,0.2
01.01.2023 00:06,5.0,3.5,1.6,0.6
01.01.2023 00:06,5.1,3.8,1.9,0.4
01.01.2023 00:06,4.8,3.0,1.4,0.3
01.01.2023 00:06,5.1,3.8,1.6,0.2
01.01.2023 00:06,4.6,3.2,1.4,0.2
01.01.2023 00:06,5.3,3.7,1.5,0.2
01.01.2023 00:06,5.0,3.3,1.4,0.2
01.01.2023 00:06,7.0,3.2,4.7,1.4
01.01.2023 00:06,6.4,3.2,4.5,1.5
01.01.2023 00:06,6.9,3.1,4.9,1.5
01.01.2023 00:06,5.5,2.3,4.0,1.3
01.01.2023 00:06,6.5,2.8,4.6,1.5
01.01.2023 00:07,5.7,2.8,4.5,1.3
01.01.2023 00:07,6.3,3.3,4.7,1.6
01.01.2023 00:07,4.9,2.4,3.3,1.0
01.01.2023 00:07,6.6,2.9,4.6,1.3
01.01.2023 00:07,5.2,2.7,3.9,1.4
01.01.2023 00:07,5.0,2.0,3.5,1.0
01.01.2023 00:07,5.9,3.0,4.2,1.5
01.01.2023 00:07,6.0,2.2,4.0,1.0
01.01.2023 00:07,6.1,2.9,4.7,1.4
01.01.2023 00:07,5.6,2.9,3.6,1.3
01.01.2023 00:07,6.7,3.1,4.4,1.4
01.01.2023 00:07,5.6,3.0,4.5,1.5
01.01.2023 00:07,5.8,2.7,4.1,1.0
01.01.2023 00:07,6.2,2.2,4.5,1.5
01.01.2023 00:07,5.6,2.5,3.9,1.1
01.01.2023 00:07,5.9,3.2,4.8,1.8
01.01.2023 00:07,6.1,2.8,4.0,1.3
01.01.2023 00:07,6.3,2.5,4.9,1.5
01.01.2023 00:07,6.1,2.8,4.7,1.2
01.01.2023 00:07,6.4,2.9,4.3,1.3
01.01.2023 00:07,6.6,3.0,4.4,1.4
01.01.2023 00:07,6.8,2.8,4.8,1.4
01.01.2023 00:07,6.7,3.0,5.0,1.7
01.01.2023 00:07,6.0,2.9,4.5,1.5
01.01.2023 00:07,5.7,2.6,3.5,1.0
01.01.2023 00:07,5.5,2.4,3.8,1.1
01.01.2023 00:07,5.5,2.4,3.7,1.0
01.01.2023 00:07,5.8,2.7,3.9,1.2
01.01.2023 00:07,6.0,2.7,5.1,1.6
01.01.2023 00:07,5.4,3.0,4.5,1.5
01.01.2023 00:07,6.0,3.4,4.5,1.6
01.01.2023 00:07,6.7,3.1,4.7,1.5
01.01.2023 00:07,6.3,2.3,4.4,1.3
01.01.2023 00:07,5.6,3.0,4.1,1.3
01.01.2023 00:07,5.5,2.5,4.0,1.3
01.01.2023 00:07,5.5,2.6,4.4,1.2
01.01.2023 00:07,6.1,3.0,4.6,1.4
01.01.2023 00:07,5.8,2.6,4.0,1.2
01.01.2023 00:07,5.0,2.3,3.3,1.0
01.01.2023 00:08,5.6,2.7,4.2,1.3
01.01.2023 00:08,5.7,3.0,4.2,1.2
01.01.2023 00:08,5.7,2.9,4.2,1.3
01.01.2023 00:08,6.2,2.9,4.3,1.3
01.01.2023 00:08,5.1,2.5,3.0,1.1
01.01.2023 00:08,5.7,2.8,4.1,1.3
01.01.2023 00:08,6.3,3.3,6.0,2.5
01.01.2023 00:08,5.8,2.7,5.1,1.9
01.01.2023 00:08,7.1,3.0,5.9,2.1
01.01.2023 00:08,6.3,2.9,5.6,1.8
01.01.2023 00:08,6.5,3.0,5.8,2.2
01.01.2023 00:08,7.6,3.0,6.6,2.1
01.01.2023 00:08,4.9,2.5,4.5,1.7
01.01.2023 00:08,7.3,2.9,6.3,1.8
01.01.2023 00:08,6.7,2.5,5.8,1.8
01.01.2023 00:08,7.2,3.6,6.1,2.5
01.01.2023 00:08,6.5,3.2,5.1,2.0
01.01.2023 00:08,6.4,2.7,5.3,1.9
01.01.2023 00:08,6.8,3.0,5.5,2.1
01.01.2023 00:08,5.7,2.5,5.0,2.0
01.01.2023 00:08,5.8,2.8,5.1,2.4
01.01.2023 00:08,6.4,3.2,5.3,2.3
01.01.2023 00:08,6.5,3.0,5.5,1.8
01.01.2023 00:08,7.7,3.8,6.7,2.2
01.01.2023 00:09,7.7,2.6,6.9,2.3
01.01.2023 00:09,6.0,2.2,5.0,1.5
01.01.2023 00:09,6.9,3.2,5.7,2.3
01.01.2023 00:09,5.6,2.8,4.9,2.0
01.01.2023 00:09,7.7,2.8,6.7,2.0
01.01.2023 00:09,6.3,2.7,4.9,1.8
01.01.2023 00:09,6.7,3.3,5.7,2.1
01.01.2023 00:09,7.2,3.2,6.0,1.8
01.01.2023 00:09,6.2,2.8,4.8,1.8
01.01.2023 00:09,6.1,3.0,4.9,1.8
01.01.2023 00:09,6.4,2.8,5.6,2.1
01.01.2023 00:09,7.2,3.0,5.8,1.6
01.01.2023 00:09,7.4,2.8,6.1,1.9
01.01.2023 00:09,7.9,3.8,6.4,2.0
01.01.2023 00:09,6.4,2.8,5.6,2.2
01.01.2023 00:09,6.3,2.8,5.1,1.5
01.01.2023 00:09,6.1,2.6,5.6,1.4
01.01.2023 00:09,7.7,3.0,6.1,2.3
01.01.2023 00:09,6.3,3.4,5.6,2.4
01.01.2023 00:09,6.4,3.1,5.5,1.8
01.01.2023 00:09,6.0,3.0,4.8,1.8
01.01.2023 00:09,6.9,3.1,5.4,2.1
01.01.2023 00:09,6.7,3.1,5.6,2.4
01.01.2023 00:09,6.9,3.1,5.1,2.3
01.01.2023 00:09,5.8,2.7,5.1,1.9
01.01.2023 00:09,6.8,3.2,5.9,2.3
01.01.2023 00:09,6.7,3.3,5.7,2.5
01.01.2023 00:09,6.7,3.0,5.2,2.3
01.01.2023 00:09,6.3,2.5,5.0,1.9
01.01.2023 00:10,6.5,3.0,5.2,2.0
01.01.2023 00:10,6.2,3.4,5.4,2.3
01.01.2023 00:10,5.9,3.0,5.1,1.8
01.01.2023 00:10,5.1,3.5,1.4,0.2
01.01.2023 00:10,4.9,3.0,1.4,0.2
01.01.2023 00:10,4.7,3.2,1.3,0.2
01.01.2023 00:10,4.6,3.1,1.5,0.2
01.01.2023 00:10,5.0,3.6,1.4,0.2
01.01.2023 00:10,5.4,3.9,1.7,0.4
01.01.2023 00:10,4.6,3.4,1.4,0.3
01.01.2023 00:10,5.0,3.4,1.5,0.2
01.01.2023 00:10,4.4,2.9,1.4,0.2
01.01.2023 00:10,4.9,3.1,1.5,0.1
01.01.2023 00:10,5.4,3.7,1.5,0.2
01.01.2023 00:10,4.8,3.4,1.6,0.2
01.01.2023 00:10,4.8,3.0,1.4,0.1
01.01.2023 00:10,4.3,3.0,1.1,0.1
01.01.2023 00:10,5.8,4.0,1.2,0.2
01.01.2023 00:10,5.7,4.4,1.5,0.4
01.01.2023 00:10,5.4,3.9,1.3,0.4
01.01.2023 00:10,5.1,3.5,1.4,0.3
01.01.2023 00:10,5.7,3.8,1.7,0.3
01.01.2023 00:10,5.1,3.8,1.5,0.3
01.01.2023 00:10,5.4,3.4,1.7,0.2
01.01.2023 00:10,5.1,3.7,1.5,0.4
01.01.2023 00:10,4.6,3.6,1.0,0.2
01.01.2023 00:10,5.1,3.3,1.7,0.5
01.01.2023 00:10,4.8,3.4,1.9,0.2
01.01.2023 00:10,5.0,3.0,1.6,0.2
01.01.2023 00:10,5.0,3.4,1.6,0.4
01.01.2023 00:10,5.2,3.5,1.5,0.2
01.01.2023 00:10,5.2,3.4,1.4,0.2
01.01.2023 00:10,4.7,3.2,1.6,0.2
01.01.2023 00:10,4.8,3.1,1.6,0.2
01.01.2023 00:10,5.4,3.4,1.5,0.4
01.01.2023 00:10,5.2,4.1,1.5,0.1
01.01.2023 00:10,5.5,4.2,1.4,0.2
01.01.2023 00:10,4.9,3.1,1.5,0.1
01.01.2023 00:11,5.0,3.2,1.2,0.2
01.01.2023 00:11,5.5,3.5,1.3,0.2
01.01.2023 00:11,4.9,3.1,1.5,0.1
01.01.2023 00:11,4.4,3.0,1.3,0.2
01.01.2023 00:11,5.1,3.4,1.5,0.2
01.01.2023 00:11,5.0,3.5,1.3,0.3
01.01.2023 00:11,4.5,2.3,1.3,0.3
01.01.2023 00:11,4.4,3.2,1.3,0.2
01.01.2023 00:11,5.0,3.5,1.6,0.6
01.01.2023 00:11,5.1,3.8,1.9,0.4
01.01.2023 00:11,4.8,3.0,1.4,0.3
01.01.2023 00:11,5.1,3.8,1.6,0.2
01.01.2023 00:11,4.6,3.2,1.4,0.2
01.01.2023 00:11,5.3,3.7,1.5,0.2
01.01.2023 00:11,5.0,3.3,1.4,0.2
01.01.2023 00:11,7.0,3.2,4.7,1.4
01.01.2023 00:11,6.4,3.2,4.5,1.5
01.01.2023 00:11,6.9,3.1,4.9,1.5
01.01.2023 00:11,5.5,2.3,4.0,1.3
01.01.2023 00:11,6.5,2.8,4.6,1.5
01.01.2023 00:11,5.7,2.8,4.5,1.3
01.01.2023 00:11,6.3,3.3,4.7,1.6
01.01.2023 00:11,4.9,2.4,3.3,1.0
01.01.2023 00:11,6.6,2.9,4.6,1.3
01.01.2023 00:11,5.2,2.7,3.9,1.4
01.01.2023 00:11,5.0,2.0,3.5,1.0
01.01.2023 00:11,5.9,3.0,4.2,1.5
01.01.2023 00:11,6.0,2.2,4.0,1.0
01.01.2023 00:11,6.1,2.9,4.7,1.4
01.01.2023 00:11,5.6,2.9,3.6,1.3
01.01.2023 00:11,6.7,3.1,4.4,1.4
01.01.2023 00:12,5.6,3.0,4.5,1.5
01.01.2023 00:12,5.8,2.7,4.1,1.0
01.01.2023 00:12,6.2,2.2,4.5,1.5
01.01.2023 00:12,5.6,2.5,3.9,1.1
01.01.2023 00:12,5.9,3.2,4.8,1.8
01.01.2023 00:12,6.1,2.8,4.0,1.3
01.01.2023 00:12,6.3,2.5,4.9,1.5
01.01.2023 00:12,6.1,2.8,4.7,1.2
01.01.2023 00:12,6.4,2.9,4.3,1.3
01.01.2023 00:12,6.6,3.0,4.4,1.4
01.01.2023 00:12,6.8,2.8,4.8,1.4
01.01.2023 00:12,6.7,3.0,5.0,1.7
01.01.2023 00:12,6.0,2.9,4.5,1.5
01.01.2023 00:12,5.7,2.6,3.5,1.0
01.01.2023 00:12,5.5,2.4,3.8,1.1
01.01.2023 00:12,5.5,2.4,3.7,1.0
01.01.2023 00:12,5.8,2.7,3.9,1.2
01.01.2023 00:12,6.0,2.7,5.1,1.6
01.01.2023 00:12,5.4,3.0,4.5,1.5
01.01.2023 00:12,6.0,3.4,4.5,1.6
01.01.2023 00:12,6.7,3.1,4.7,1.5
01.01.2023 00:12,6.3,2.3,4.4,1.3
01.01.2023 00:12,5.6,3.0,4.1,1.3
01.01.2023 00:12,5.5,2.5,4.0,1.3
01.01.2023 00:12,5.5,2.6,4.4,1.2
01.01.2023 00:12,6.1,3.0,4.6,1.4
01.01.2023 00:12,5.8,2.6,4.0,1.2
01.01.2023 00:12,5.0,2.3,3.3,1.0
01.01.2023 00:12,5.6,2.7,4.2,1.3
01.01.2023 00:13,5.7,3.0,4.2,1.2
01.01.2023 00:13,5.7,2.9,4.2,1.3
01.01.2023 00:13,6.2,2.9,4.3,1.3
01.01.2023 00:13,5.1,2.5,3.0,1.1
01.01.2023 00:13,5.7,2.8,4.1,1.3
01.01.2023 00:13,6.3,3.3,6.0,2.5
01.01.2023 00:13,5.8,2.7,5.1,1.9
01.01.2023 00:13,7.1,3.0,5.9,2.1
01.01.2023 00:13,6.3,2.9,5.6,1.8
01.01.2023 00:13,6.5,3.0,5.8,2.2
01.01.2023 00:13,7.6,3.0,6.6,2.1
01.01.2023 00:13,4.9,2.5,4.5,1.7
01.01.2023 00:13,7.3,2.9,6.3,1.8
01.01.2023 00:13,6.7,2.5,5.8,1.8
01.01.2023 00:13,7.2,3.6,6.1,2.5
01.01.2023 00:13,6.5,3.2,5.1,2.0
01.01.2023 00:13,6.4,2.7,5.3,1.9
01.01.2023 00:13,6.8,3.0,5.5,2.1
01.01.2023 00:13,5.7,2.5,5.0,2.0
01.01.2023 00:13,5.8,2.8,5.1,2.4
01.01.2023 00:13,6.4,3.2,5.3,2.3
01.01.2023 00:13,6.5,3.0,5.5,1.8
01.01.2023 00:13,7.7,3.8,6.7,2.2
01.01.2023 00:13,7.7,2.6,6.9,2.3
01.01.2023 00:13,6.0,2.2,5.0,1.5
01.01.2023 00:13,6.9,3.2,5.7,2.3
01.01.2023 00:13,5.6,2.8,4.9,2.0
01.01.2023 00:13,7.7,2.8,6.7,2.0
01.01.2023 00:13,6.3,2.7,4.9,1.8
01.01.2023 00:14,6.7,3.3,5.7,2.1
01.01.2023 00:14,7.2,3.2,6.0,1.8
01.01.2023 00:14,6.2,2.8,4.8,1.8
01.01.2023 00:14,6.1,3.0,4.9,1.8
01.01.2023 00:14,6.4,2.8,5.6,2.1
01.01.2023 00:14,7.2,3.0,5.8,1.6
01.01.2023 00:14,7.4,2.8,6.1,1.9
01.01.2023 00:14,7.9,3.8,6.4,2.0
01.01.2023 00:14,6.4,2.8,5.6,2.2
01.01.2023 00:14,6.3,2.8,5.1,1.5
01.01.2023 00:14,6.1,2.6,5.6,1.4
01.01.2023 00:14,7.7,3.0,6.1,2.3
01.01.2023 00:14,6.3,3.4,5.6,2.4
01.01.2023 00:14,6.4,3.1,5.5,1.8
01.01.2023 00:14,6.0,3.0,4.8,1.8
01.01.2023 00:14,6.9,3.1,5.4,2.1
01.01.2023 00:14,6.7,3.1,5.6,2.4
01.01.2023 00:14,6.9,3.1,5.1,2.3
01.01.2023 00:14,5.8,2.7,5.1,1.9
01.01.2023 00:14,6.8,3.2,5.9,2.3
01.01.2023 00:14,6.7,3.3,5.7,2.5
01.01.2023 00:14,6.7,3.0,5.2,2.3
01.01.2023 00:14,6.3,2.5,5.0,1.9
01.01.2023 00:14,6.5,3.0,5.2,2.0
01.01.2023 00:14,6.2,3.4,5.4,2.3
01.01.2023 00:14,5.9,3.0,5.1,1.8
01.01.2023 00:14,5.1,3.5,1.4,0.2
01.01.2023 00:14,4.9,3.0,1.4,0.2
01.01.2023 00:14,4.7,3.2,1.3,0.2
01.01.2023 00:14,4.6,3.1,1.5,0.2
01.01.2023 00:15,5.0,3.6,1.4,0.2
01.01.2023 00:15,5.4,3.9,1.7,0.4
01.01.2023 00:15,4.6,3.4,1.4,0.3
01.01.2023 00:15,5.0,3.4,1.5,0.2
01.01.2023 00:15,4.4,2.9,1.4,0.2
01.01.2023 00:15,4.9,3.1,1.5,0.1
01.01.2023 00:15,5.4,3.7,1.5,0.2
01.01.2023 00:15,4.8,3.4,1.6,0.2
01.01.2023 00:15,4.8,3.0,1.4,0.1
01.01.2023 00:15,4.3,3.0,1.1,0.1
01.01.2023 00:15,5.8,4.0,1.2,0.2
01.01.2023 00:15,5.7,4.4,1.5,0.4
01.01.2023 00:15,5.4,3.9,1.3,0.4
01.01.2023 00:15,5.1,3.5,1.4,0.3
01.01.2023 00:15,5.7,3.8,1.7,0.3
01.01.2023 00:15,5.1,3.8,1.5,0.3
01.01.2023 00:15,5.4,3.4,1.7,0.2
01.01.2023 00:15,5.1,3.7,1.5,0.4
01.01.2023 00:15,4.6,3.6,1.0,0.2
01.01.2023 00:15,5.1,3.3,1.7,0.5
01.01.2023 00:15,4.8,3.4,1.9,0.2
01.01.2023 00:15,5.0,3.0,1.6,0.2
01.01.2023 00:15,5.0,3.4,1.6,0.4
01.01.2023 00:15,5.2,3.5,1.5,0.2
01.01.2023 00:15,5.2,3.4,1.4,0.2
01.01.2023 00:15,4.7,3.2,1.6,0.2
01.01.2023 00:15,4.8,3.1,1.6,0.2
01.01.2023 00:15,5.4,3.4,1.5,0.4
01.01.2023 00:15,5.2,4.1,1.5,0.1
01.01.2023 00:15,5.5,4.2,1.4,0.2
01.01.2023 00:15,4.9,3.1,1.5,0.1
01.01.2023 00:16,5.0,3.2,1.2,0.2
01.01.2023 00:16,5.5,3.5,1.3,0.2
01.01.2023 00:16,4.9,3.1,1.5,0.1
01.01.2023 00:16,4.4,3.0,1.3,0.2
01.01.2023 00:16,5.1,3.4,1.5,0.2
01.01.2023 00:16,5.0,3.5,1.3,0.3
01.01.2023 00:16,4.5,2.3,1.3,0.3
01.01.2023 00:16,4.4,3.2,1.3,0.2
01.01.2023 00:16,5.0,3.5,1.6,0.6
01.01.2023 00:16,5.1,3.8,1.9,0.4
01.01.2023 00:16,4.8,3.0,1.4,0.3
01.01.2023 00:16,5.1,3.8,1.6,0.2
01.01.2023 00:16,4.6,3.2,1.4,0.2
01.01.2023 00:16,5.3,3.7,1.5,0.2
01.01.2023 00:16,5.0,3.3,1.4,0.2
01.01.2023 00:16,7.0,3.2,4.7,1.4
01.01.2023 00:16,6.4,3.2,4.5,1.5
01.01.2023 00:16,6.9,3.1,4.9,1.5
01.01.2023 00:16,5.5,2.3,4.0,1.3
01.01.2023 00:16,6.5,2.8,4.6,1.5
01.01.2023 00:16,5.7,2.8,4.5,1.3
01.01.2023 00:16,6.3,3.3,4.7,1.6
01.01.2023 00:16,4.9,2.4,3.3,1.0
01.01.2023 00:16,6.6,2.9,4.6,1.3
01.01.2023 00:16,5.2,2.7,3.9,1.4
01.01.2023 00:16,5.0,2.0,3.5,1.0
01.01.2023 00:16,5.9,3.0,4.2,1.5
01.01.2023 00:16,6.0,2.2,4.0,1.0
01.01.2023 00:17,6.1,2.9,4.7,1.4
01.01.2023 00:17,5.6,2.9,3.6,1.3
01.01.2023 00:17,6.7,3.1,4.4,1.4
01.01.2023 00:17,5.6,3.0,4.5,1.5
01.01.2023 00:17,5.8,2.7,4.1,1.0
01.01.2023 00:17,6.2,2.2,4.5,1.5
01.01.2023 00:17,5.6,2.5,3.9,1.1
01.01.2023 00:17,5.9,3.2,4.8,1.8
01.01.2023 00:17,6.1,2.8,4.0,1.3
01.01.2023 00:17,6.3,2.5,4.9,1.5
01.01.2023 00:17,6.1,2.8,4.7,1.2
01.01.2023 00:17,6.4,2.9,4.3,1.3
01.01.2023 00:17,6.6,3.0,4.4,1.4
01.01.2023 00:17,6.8,2.8,4.8,1.4
01.01.2023 00:17,6.7,3.0,5.0,1.7
01.01.2023 00:17,6.0,2.9,4.5,1.5
01.01.2023 00:17,5.7,2.6,3.5,1.0
01.01.2023 00:17,5.5,2.4,3.8,1.1
01.01.2023 00:17,5.5,2.4,3.7,1.0
01.01.2023 00:17,5.8,2.7,3.9,1.2
01.01.2023 00:17,6.0,2.7,5.1,1.6
01.01.2023 00:17,5.4,3.0,4.5,1.5
01.01.2023 00:17,6.0,3.4,4.5,1.6
01.01.2023 00:17,6.7,3.1,4.7,1.5
01.01.2023 00:17,6.3,2.3,4.4,1.3
01.01.2023 00:17,5.6,3.0,4.1,1.3
01.01.2023 00:17,5.5,2.5,4.0,1.3
01.01.2023 00:17,5.5,2.6,4.4,1.2
01.01.2023 00:17,6.1,3.0,4.6,1.4
01.01.2023 00:17,5.8,2.6,4.0,1.2
01.01.2023 00:17,5.0,2.3,3.3,1.0
01.01.2023 00:18,5.6,2.7,4.2,1.3
01.01.2023 00:18,5.7,3.0,4.2,1.2
01.01.2023 00:18,5.7,2.9,4.2,1.3
01.01.2023 00:18,6.2,2.9,4.3,1.3
01.01.2023 00:18,5.1,2.5,3.0,1.1
01.01.2023 00:18,5.7,2.8,4.1,1.3
01.01.2023 00:18,6.3,3.3,6.0,2.5
01.01.2023 00:18,5.8,2.7,5.1,1.9
01.01.2023 00:18,7.1,3.0,5.9,2.1
01.01.2023 00:18,6.3,2.9,5.6,1.8
01.01.2023 00:18,6.5,3.0,5.8,2.2
01.01.2023 00:18,7.6,3.0,6.6,2.1
01.01.2023 00:18,4.9,2.5,4.5,1.7
01.01.2023 00:18,7.3,2.9,6.3,1.8
01.01.2023 00:18,6.7,2.5,5.8,1.8
01.01.2023 00:18,7.2,3.6,6.1,2.5
01.01.2023 00:18,6.5,3.2,5.1,2.0
01.01.2023 00:18,6.4,2.7,5.3,1.9
01.01.2023 00:18,6.8,3.0,5.5,2.1
01.01.2023 00:18,5.7,2.5,5.0,2.0
01.01.2023 00:18,5.8,2.8,5.1,2.4
01.01.2023 00:18,6.4,3.2,5.3,2.3
01.01.2023 00:18,6.5,3.0,5.5,1.8
01.01.2023 00:18,7.7,3.8,6.7,2.2
01.01.2023 00:18,7.7,2.6,6.9,2.3
01.01.2023 00:18,6.0,2.2,5.0,1.5
01.01.2023 00:19,6.9,3.2,5.7,2.3
01.01.2023 00:19,5.6,2.8,4.9,2.0
01.01.2023 00:19,7.7,2.8,6.7,2.0
01.01.2023 00:19,6.3,2.7,4.9,1.8
01.01.2023 00:19,6.7,3.3,5.7,2.1
01.01.2023 00:19,7.2,3.2,6.0,1.8
01.01.2023 00:19,6.2,2.8,4.8,1.8
01.01.2023 00:19,6.1,3.0,4.9,1.8
01.01.2023 00:19,6.4,2.8,5.6,2.1
01.01.2023 00:19,7.2,3.0,5.8,1.6
01.01.2023 00:19,7.4,2.8,6.1,1.9
01.01.2023 00:19,7.9,3.8,6.4,2.0
01.01.2023 00:19,6.4,2.8,5.6,2.2
01.01.2023 00:19,6.3,2.8,5.1,1.5
01.01.2023 00:19,6.1,2.6,5.6,1.4
01.01.2023 00:19,7.7,3.0,6.1,2.3
01.01.2023 00:19,6.3,3.4,5.6,2.4
01.01.2023 00:19,6.4,3.1,5.5,1.8
01.01.2023 00:19,6.0,3.0,4.8,1.8
01.01.2023 00:19,6.9,3.1,5.4,2.1
01.01.2023 00:19,6.7,3.1,5.6,2.4
01.01.2023 00:19,6.9,3.1,5.1,2.3
01.01.2023 00:19,5.8,2.7,5.1,1.9
01.01.2023 00:19,6.8,3.2,5.9,2.3
01.01.2023 00:19,6.7,3.3,5.7,2.5
01.01.2023 00:19,6.7,3.0,5.2,2.3
01.01.2023 00:19,6.3,2.5,5.0,1.9
01.01.2023 00:19,6.5,3.0,5.2,2.0
01.01.2023 00:19,6.2,3.4,5.4,2.3
01.01.2023 00:19,5.9,3.0,5.1,1.8
01.01.2023 00:19,5.1,3.5,1.4,0.2
01.01.2023 00:19,4.9,3.0,1.4,0.2
01.01.2023 00:19,4.7,3.2,1.3,0.2
01.01.2023 00:19,4.6,3.1,1.5,0.2
01.01.2023 00:20,5.0,3.6,1.4,0.2
01.01.2023 00:20,5.4,3.9,1.7,0.4
01.01.2023 00:20,4.6,3.4,1.4,0.3
01.01.2023 00:20,5.0,3.4,1.5,0.2
01.01.2023 00:20,4.4,2.9,1.4,0.2
01.01.2023 00:20,4.9,3.1,1.5,0.1
01.01.2023 00:20,5.4,3.7,1.5,0.2
01.01.2023 00:20,4.8,3.4,1.6,0.2
01.01.2023 00:20,4.8,3.0,1.4,0.1
01.01.2023 00:20,4.3,3.0,1.1,0.1
01.01.2023 00:20,5.8,4.0,1.2,0.2
01.01.2023 00:20,5.7,4.4,1.5,0.4
01.01.2023 00:20,5.4,3.9,1.3,0.4
01.01.2023 00:20,5.1,3.5,1.4,0.3
